run_id,window_start,window_end,window_seconds,scenario,label,is_anomaly
run_a,2026-08-31T16:20:39.260858+00:00,2026-08-31T16:20:49.312017+00:00,10.051,normal,normal,0
run_a,2026-08-31T16:20:49.312017+00:00,2026-08-31T16:20:59.366196+00:00,10.054,normal,normal,0
run_a,2026-08-31T16:20:59.366196+00:00,2026-08-31T16:21:09.422206+00:00,10.056,normal,normal,0
run_a,2026-08-31T16:21:09.422206+00:00,2026-08-31T16:21:19.480909+00:00,10.059,normal,normal,0
run_a,2026-08-31T16:21:19.480909+00:00,2026-08-31T16:21:29.532685+00:00,10.052,normal,normal,0
run_a,2026-08-31T16:21:43.639821+00:00,2026-08-31T16:21:53.954932+00:00,10.315,latency,latency_anomaly,1
run_a,2026-08-31T16:21:53.954932+00:00,2026-08-31T16:22:04.276710+00:00,10.322,latency,latency_anomaly,1
run_a,2026-08-31T16:22:04.276710+00:00,2026-08-31T16:22:14.323205+00:00,10.046,latency,latency_anomaly,1
run_a,2026-08-31T16:22:14.323205+00:00,2026-08-31T16:22:24.384914+00:00,10.062,latency,latency_anomaly,1
run_a,2026-08-31T16:22:24.384914+00:00,2026-08-31T16:22:34.433735+00:00,10.049,latency,latency_anomaly,1
run_a,2026-08-31T16:22:34.433735+00:00,2026-08-31T16:22:44.484386+00:00,10.051,latency,latency_anomaly,1
run_a,2026-08-31T16:22:58.810883+00:00,2026-08-31T16:23:08.856855+00:00,10.046,normal,normal,0
run_a,2026-08-31T16:23:08.856855+00:00,2026-08-31T16:23:18.905876+00:00,10.049,normal,normal,0
run_a,2026-08-31T16:23:18.905876+00:00,2026-08-31T16:23:28.959172+00:00,10.053,normal,normal,0
run_a,2026-08-31T16:23:28.959172+00:00,2026-08-31T16:23:39.019919+00:00,10.061,normal,normal,0
run_a,2026-08-31T16:23:39.019919+00:00,2026-08-31T16:23:49.071870+00:00,10.052,normal,normal,0
run_a,2026-08-31T16:23:49.071870+00:00,2026-08-31T16:23:59.122801+00:00,10.051,normal,normal,0
run_a,2026-08-31T16:24:13.214480+00:00,2026-08-31T16:24:23.271721+00:00,10.057,errors,error_anomaly,1
run_a,2026-08-31T16:24:23.271721+00:00,2026-08-31T16:24:33.329615+00:00,10.058,errors,error_anomaly,1
run_a,2026-08-31T16:24:33.329615+00:00,2026-08-31T16:24:43.384136+00:00,10.055,errors,error_anomaly,1
run_a,2026-08-31T16:24:43.384136+00:00,2026-08-31T16:24:53.443351+00:00,10.059,errors,error_anomaly,1
run_a,2026-08-31T16:24:53.443351+00:00,2026-08-31T16:25:03.495230+00:00,10.052,errors,error_anomaly,1
run_a,2026-08-31T16:25:03.495230+00:00,2026-08-31T16:25:13.548648+00:00,10.053,errors,error_anomaly,1
run_a,2026-08-31T16:25:27.659613+00:00,2026-08-31T16:25:37.717074+00:00,10.057,normal,normal,0
run_a,2026-08-31T16:25:37.717074+00:00,2026-08-31T16:25:47.762907+00:00,10.046,normal,normal,0
run_a,2026-08-31T16:25:47.762907+00:00,2026-08-31T16:25:57.814992+00:00,10.052,normal,normal,0
run_a,2026-08-31T16:25:57.814992+00:00,2026-08-31T16:26:07.875148+00:00,10.06,normal,normal,0
run_a,2026-08-31T16:26:07.875148+00:00,2026-08-31T16:26:17.920946+00:00,10.046,normal,normal,0
run_a,2026-08-31T16:26:17.920946+00:00,2026-08-31T16:26:27.976684+00:00,10.056,normal,normal,0
run_a,2026-08-31T16:26:42.154903+00:00,2026-08-31T16:26:52.208622+00:00,10.054,surge,traffic_surge,1
run_a,2026-08-31T16:26:52.208622+00:00,2026-08-31T16:27:02.257367+00:00,10.049,surge,traffic_surge,1
run_a,2026-08-31T16:27:02.257367+00:00,2026-08-31T16:27:12.307174+00:00,10.05,surge,traffic_surge,1
run_a,2026-08-31T16:27:12.307174+00:00,2026-08-31T16:27:22.362951+00:00,10.056,surge,traffic_surge,1
run_a,2026-08-31T16:27:22.362951+00:00,2026-08-31T16:27:32.418275+00:00,10.055,surge,traffic_surge,1
run_a,2026-08-31T16:27:32.418275+00:00,2026-08-31T16:27:42.472467+00:00,10.054,surge,traffic_surge,1
run_a,2026-08-31T16:27:56.560283+00:00,2026-08-31T16:28:06.614097+00:00,10.054,normal,normal,0
run_a,2026-08-31T16:28:06.614097+00:00,2026-08-31T16:28:16.671899+00:00,10.058,normal,normal,0
run_a,2026-08-31T16:28:16.671899+00:00,2026-08-31T16:28:26.732512+00:00,10.061,normal,normal,0
run_a,2026-08-31T16:28:26.732512+00:00,2026-08-31T16:28:36.785778+00:00,10.053,normal,normal,0
run_a,2026-08-31T16:28:36.785778+00:00,2026-08-31T16:28:46.837103+00:00,10.051,normal,normal,0
run_a,2026-08-31T16:28:46.837103+00:00,2026-08-31T16:28:56.895536+00:00,10.058,normal,normal,0
run_a,2026-08-31T16:29:11.017749+00:00,2026-08-31T16:29:21.070764+00:00,10.053,recovery,recovery,0
run_a,2026-08-31T16:29:21.070764+00:00,2026-08-31T16:29:31.123717+00:00,10.053,recovery,recovery,0
run_a,2026-08-31T16:29:31.123717+00:00,2026-08-31T16:29:41.178554+00:00,10.055,recovery,recovery,0
run_a,2026-08-31T16:29:41.178554+00:00,2026-08-31T16:29:51.239806+00:00,10.061,recovery,recovery,0
run_a,2026-08-31T16:29:51.239806+00:00,2026-08-31T16:30:01.287570+00:00,10.048,recovery,recovery,0
run_a,2026-08-31T16:30:01.287570+00:00,2026-08-31T16:30:11.350198+00:00,10.063,recovery,recovery,0
