run_id,window_start,window_end,window_seconds,scenario,label,is_anomaly
run_b,2026-08-31T16:36:05.792574+00:00,2026-08-31T16:36:15.861692+00:00,10.069,normal,normal,0
run_b,2026-08-31T16:36:15.861692+00:00,2026-08-31T16:36:25.931627+00:00,10.07,normal,normal,0
run_b,2026-08-31T16:36:40.060050+00:00,2026-08-31T16:36:50.127470+00:00,10.067,recovery,recovery,0
run_b,2026-08-31T16:36:50.127470+00:00,2026-08-31T16:37:00.204803+00:00,10.077,recovery,recovery,0
run_b,2026-08-31T16:37:00.204803+00:00,2026-08-31T16:37:10.301558+00:00,10.097,recovery,recovery,0
run_b,2026-08-31T16:37:10.301558+00:00,2026-08-31T16:37:20.370904+00:00,10.069,recovery,recovery,0
run_b,2026-08-31T16:37:20.370904+00:00,2026-08-31T16:37:30.441688+00:00,10.071,recovery,recovery,0
run_b,2026-08-31T16:37:30.441688+00:00,2026-08-31T16:37:40.519901+00:00,10.078,recovery,recovery,0
run_b,2026-08-31T16:37:54.628827+00:00,2026-08-31T16:38:04.702531+00:00,10.074,normal,normal,0
run_b,2026-08-31T16:38:04.702531+00:00,2026-08-31T16:38:14.790143+00:00,10.088,normal,normal,0
run_b,2026-08-31T16:38:14.790143+00:00,2026-08-31T16:38:24.867216+00:00,10.077,normal,normal,0
run_b,2026-08-31T16:38:24.867216+00:00,2026-08-31T16:38:35.192342+00:00,10.325,normal,normal,0
run_b,2026-08-31T16:38:35.192342+00:00,2026-08-31T16:38:45.259230+00:00,10.067,normal,normal,0
run_b,2026-08-31T16:38:45.259230+00:00,2026-08-31T16:38:55.330536+00:00,10.071,normal,normal,0
run_b,2026-08-31T16:39:09.589342+00:00,2026-08-31T16:39:19.667762+00:00,10.078,publish_failure,publish_failure,1
run_b,2026-08-31T16:39:19.667762+00:00,2026-08-31T16:39:29.736556+00:00,10.069,publish_failure,publish_failure,1
run_b,2026-08-31T16:39:29.736556+00:00,2026-08-31T16:39:39.815589+00:00,10.079,publish_failure,publish_failure,1
run_b,2026-08-31T16:39:39.815589+00:00,2026-08-31T16:39:50.147909+00:00,10.332,publish_failure,publish_failure,1
run_b,2026-08-31T16:39:50.147909+00:00,2026-08-31T16:40:00.225451+00:00,10.078,publish_failure,publish_failure,1
run_b,2026-08-31T16:40:00.225451+00:00,2026-08-31T16:40:10.312758+00:00,10.087,publish_failure,publish_failure,1
run_b,2026-08-31T16:40:24.540017+00:00,2026-08-31T16:40:34.619300+00:00,10.079,normal,normal,0
run_b,2026-08-31T16:40:34.619300+00:00,2026-08-31T16:40:44.688007+00:00,10.069,normal,normal,0
run_b,2026-08-31T16:40:44.688007+00:00,2026-08-31T16:40:54.740748+00:00,10.053,normal,normal,0
run_b,2026-08-31T16:40:54.740748+00:00,2026-08-31T16:41:04.792955+00:00,10.052,normal,normal,0
run_b,2026-08-31T16:41:04.792955+00:00,2026-08-31T16:41:14.848453+00:00,10.055,normal,normal,0
run_b,2026-08-31T16:41:14.848453+00:00,2026-08-31T16:41:24.906070+00:00,10.058,normal,normal,0
run_b,2026-08-31T16:41:39.064473+00:00,2026-08-31T16:41:49.122337+00:00,10.058,surge,traffic_surge,1
run_b,2026-08-31T16:41:49.122337+00:00,2026-08-31T16:41:59.172094+00:00,10.05,surge,traffic_surge,1
run_b,2026-08-31T16:41:59.172094+00:00,2026-08-31T16:42:09.221541+00:00,10.049,surge,traffic_surge,1
run_b,2026-08-31T16:42:09.221541+00:00,2026-08-31T16:42:19.266970+00:00,10.045,surge,traffic_surge,1
run_b,2026-08-31T16:42:19.266970+00:00,2026-08-31T16:42:29.318767+00:00,10.052,surge,traffic_surge,1
run_b,2026-08-31T16:42:29.318767+00:00,2026-08-31T16:42:39.367376+00:00,10.049,surge,traffic_surge,1
run_b,2026-08-31T16:42:53.700810+00:00,2026-08-31T16:43:03.757924+00:00,10.057,normal,normal,0
run_b,2026-08-31T16:43:03.757924+00:00,2026-08-31T16:43:13.805801+00:00,10.048,normal,normal,0
run_b,2026-08-31T16:43:13.805801+00:00,2026-08-31T16:43:23.851824+00:00,10.046,normal,normal,0
run_b,2026-08-31T16:43:23.851824+00:00,2026-08-31T16:43:34.176746+00:00,10.325,normal,normal,0
run_b,2026-08-31T16:43:34.176746+00:00,2026-08-31T16:43:44.229015+00:00,10.052,normal,normal,0
run_b,2026-08-31T16:43:44.229015+00:00,2026-08-31T16:43:54.285825+00:00,10.057,normal,normal,0
run_b,2026-08-31T16:44:08.497484+00:00,2026-08-31T16:44:18.552864+00:00,10.055,recovery,recovery,0
run_b,2026-08-31T16:44:18.552864+00:00,2026-08-31T16:44:28.605487+00:00,10.053,recovery,recovery,0
run_b,2026-08-31T16:44:28.605487+00:00,2026-08-31T16:44:38.660949+00:00,10.055,recovery,recovery,0
run_b,2026-08-31T16:44:38.660949+00:00,2026-08-31T16:44:48.990243+00:00,10.329,recovery,recovery,0
run_b,2026-08-31T16:44:48.990243+00:00,2026-08-31T16:44:59.049941+00:00,10.06,recovery,recovery,0
run_b,2026-08-31T16:44:59.049941+00:00,2026-08-31T16:45:09.099109+00:00,10.049,recovery,recovery,0
run_b,2026-08-31T16:45:23.298108+00:00,2026-08-31T16:45:33.352773+00:00,10.055,normal,normal,0
run_b,2026-08-31T16:45:33.352773+00:00,2026-08-31T16:45:43.407303+00:00,10.055,normal,normal,0
run_b,2026-08-31T16:45:43.407303+00:00,2026-08-31T16:45:53.465801+00:00,10.058,normal,normal,0
run_b,2026-08-31T16:45:53.465801+00:00,2026-08-31T16:46:03.524690+00:00,10.059,normal,normal,0
run_b,2026-08-31T16:46:03.524690+00:00,2026-08-31T16:46:13.574362+00:00,10.05,normal,normal,0
run_b,2026-08-31T16:46:13.574362+00:00,2026-08-31T16:46:23.628345+00:00,10.054,normal,normal,0
run_b,2026-08-31T16:46:37.749919+00:00,2026-08-31T16:46:47.801769+00:00,10.052,publish_failure,publish_failure,1
run_b,2026-08-31T16:46:47.801769+00:00,2026-08-31T16:46:57.854201+00:00,10.052,publish_failure,publish_failure,1
run_b,2026-08-31T16:46:57.854201+00:00,2026-08-31T16:47:07.900041+00:00,10.046,publish_failure,publish_failure,1
run_b,2026-08-31T16:47:07.900041+00:00,2026-08-31T16:47:17.946292+00:00,10.046,publish_failure,publish_failure,1
run_b,2026-08-31T16:47:17.946292+00:00,2026-08-31T16:47:28.002702+00:00,10.056,publish_failure,publish_failure,1
run_b,2026-08-31T16:47:28.002702+00:00,2026-08-31T16:47:38.058985+00:00,10.056,publish_failure,publish_failure,1
run_b,2026-08-31T16:47:52.230649+00:00,2026-08-31T16:48:02.280153+00:00,10.05,normal,normal,0
run_b,2026-08-31T16:48:02.280153+00:00,2026-08-31T16:48:12.330611+00:00,10.05,normal,normal,0
run_b,2026-08-31T16:48:12.330611+00:00,2026-08-31T16:48:22.375477+00:00,10.045,normal,normal,0
run_b,2026-08-31T16:48:22.375477+00:00,2026-08-31T16:48:32.435779+00:00,10.06,normal,normal,0
run_b,2026-08-31T16:48:32.435779+00:00,2026-08-31T16:48:42.496365+00:00,10.061,normal,normal,0
run_b,2026-08-31T16:48:42.496365+00:00,2026-08-31T16:48:52.551298+00:00,10.055,normal,normal,0
run_b,2026-08-31T16:49:06.692312+00:00,2026-08-31T16:49:16.750134+00:00,10.058,surge,traffic_surge,1
run_b,2026-08-31T16:49:16.750134+00:00,2026-08-31T16:49:26.808963+00:00,10.059,surge,traffic_surge,1
run_b,2026-08-31T16:49:26.808963+00:00,2026-08-31T16:49:36.866790+00:00,10.058,surge,traffic_surge,1
run_b,2026-08-31T16:49:36.866790+00:00,2026-08-31T16:49:46.924133+00:00,10.057,surge,traffic_surge,1
run_b,2026-08-31T16:49:46.924133+00:00,2026-08-31T16:49:56.971311+00:00,10.047,surge,traffic_surge,1
run_b,2026-08-31T16:49:56.971311+00:00,2026-08-31T16:50:07.033222+00:00,10.062,surge,traffic_surge,1
run_b,2026-08-31T16:50:21.320267+00:00,2026-08-31T16:50:31.375353+00:00,10.055,normal,normal,0
run_b,2026-08-31T16:50:31.375353+00:00,2026-08-31T16:50:41.433790+00:00,10.058,normal,normal,0
run_b,2026-08-31T16:50:41.433790+00:00,2026-08-31T16:50:51.493974+00:00,10.06,normal,normal,0
run_b,2026-08-31T16:50:51.493974+00:00,2026-08-31T16:51:01.548052+00:00,10.054,normal,normal,0
run_b,2026-08-31T16:51:01.548052+00:00,2026-08-31T16:51:11.606192+00:00,10.058,normal,normal,0
run_b,2026-08-31T16:51:11.606192+00:00,2026-08-31T16:51:21.659341+00:00,10.053,normal,normal,0
run_b,2026-08-31T16:51:35.767413+00:00,2026-08-31T16:51:45.820034+00:00,10.053,recovery,recovery,0
run_b,2026-08-31T16:51:45.820034+00:00,2026-08-31T16:51:55.884974+00:00,10.065,recovery,recovery,0
run_b,2026-08-31T16:51:55.884974+00:00,2026-08-31T16:52:05.939241+00:00,10.054,recovery,recovery,0
run_b,2026-08-31T16:52:05.939241+00:00,2026-08-31T16:52:15.999699+00:00,10.06,recovery,recovery,0
run_b,2026-08-31T16:52:15.999699+00:00,2026-08-31T16:52:26.047938+00:00,10.048,recovery,recovery,0
run_b,2026-08-31T16:52:26.047938+00:00,2026-08-31T16:52:36.097314+00:00,10.049,recovery,recovery,0
